t,accel_cmd_x,accel_cmd_y,accel_cmd_z,fin_x,fin_y,fin_z,los_angle,los_rate,v_closing,range,nav_x,nav_y,nav_z
3.61,2.75772198,0,-8.11507224,0,0,0,0.327583572,0.00270410848,792.391247,6298.02637,7989.2,0,3355.6
3.615,2.73957349,0,-8.06202388,0,0,0,0.327570093,0.00268741094,792.09888,6294.06514,7987.8,0,3355.4
3.62,2.72146546,0,-8.00908767,0,0,0,0.327556698,0.00267073779,791.806788,6290.10538,7986.4,0,3355.2
3.625,2.70339775,0,-7.95626334,0,0,0,0.327543386,0.00265408896,791.514969,6286.14707,7985,0,3355
3.63,2.68537027,0,-7.90355061,0,0,0,0.327530157,0.00263746442,791.223423,6282.19023,7983.6,0,3354.8
3.635,2.6673829,0,-7.8509492,0,0,0,0.327517011,0.00262086412,790.932151,6278.23484,7982.2,0,3354.6
3.64,2.64943552,0,-7.79845884,0,0,0,0.327503948,0.002604288,790.641151,6274.2809,7980.8,0,3354.4
3.645,2.63152802,0,-7.74607927,0,0,0,0.327490968,0.00258773602,790.350423,6270.32842,7979.4,0,3354.2
3.65,2.61366029,0,-7.6938102,0,0,0,0.327478071,0.00257120814,790.059967,6266.3774,7978,0,3354
3.655,2.59583221,0,-7.64165137,0,0,0,0.327465256,0.00255470429,789.769783,6262.42782,7976.6,0,3353.8
3.66,2.57804368,0,-7.5896025,0,0,0,0.327452523,0.00253822445,789.47987,6258.4797,7975.2,0,3353.6
3.665,2.56029457,0,-7.53766333,0,0,0,0.327439873,0.00252176854,789.190228,6254.53302,7973.8,0,3353.4
3.67,2.54258479,0,-7.48583358,0,0,0,0.327427306,0.00250533654,788.900857,6250.5878,7972.4,0,3353.2
3.675,2.52491422,0,-7.43411299,0,0,0,0.32741482,0.00248892839,788.611756,6246.64402,7971,0,3353
3.68,2.50728274,0,-7.38250129,0,0,0,0.327402416,0.00247254405,788.322924,6242.70168,7969.6,0,3352.8
3.685,2.48969025,0,-7.33099821,0,0,0,0.327390094,0.00245618346,788.034362,6238.76079,7968.2,0,3352.6
3.69,2.47213664,0,-7.27960348,0,0,0,0.327377854,0.00243984658,787.74607,6234.82133,7966.8,0,3352.4
3.695,2.4546218,0,-7.22831685,0,0,0,0.327365696,0.00242353336,787.458046,6230.88332,7965.4,0,3352.2
3.7,2.43714561,0,-7.17713804,0,0,0,0.327353619,0.00240724376,787.17029,6226.94675,7964,0,3352
3.705,2.41970798,0,-7.12606679,0,0,0,0.327341623,0.00239097773,786.882803,6223.01162,7962.6,0,3351.8
3.71,2.40230878,0,-7.07510284,0,0,0,0.327329709,0.00237473521,786.595583,6219.07792,7961.2,0,3351.6
3.715,2.38494792,0,-7.02424592,0,0,0,0.327317876,0.00235851618,786.308631,6215.14566,7959.8,0,3351.4
3.72,2.36762528,0,-6.97349578,0,0,0,0.327306124,0.00234232056,786.021946,6211.21484,7958.4,0,3351.2
3.725,2.35034076,0,-6.92285214,0,0,0,0.327294453,0.00232614833,785.735528,6207.28544,7957,0,3351
3.73,2.33309424,0,-6.87231476,0,0,0,0.327282862,0.00230999944,785.449376,6203.35748,7955.6,0,3350.8
3.735,2.31588563,0,-6.82188336,0,0,0,0.327271353,0.00229387383,785.163491,6199.43095,7954.2,0,3350.6
3.74,2.29871482,0,-6.77155769,0,0,0,0.327259923,0.00227777146,784.877871,6195.50585,7952.8,0,3350.4
3.745,2.28158169,0,-6.7213375,0,0,0,0.327248575,0.00226169229,784.592516,6191.58217,7951.4,0,3350.2
3.75,2.26448615,0,-6.67122252,0,0,0,0.327237306,0.00224563627,784.307427,6187.65992,7950,0,3350
3.755,2.24742808,0,-6.62121249,0,0,0,0.327226118,0.00222960335,784.022602,6183.7391,7948.6,0,3349.8
3.76,2.23040739,0,-6.57130716,0,0,0,0.32721501,0.00221359349,783.738042,6179.81969,7947.2,0,3349.6
3.765,2.21342397,0,-6.52150628,0,0,0,0.327203982,0.00219760664,783.453746,6175.90171,7945.8,0,3349.4
3.77,2.1964777,0,-6.47180958,0,0,0,0.327193034,0.00218164275,783.169713,6171.98516,7944.4,0,3349.2
3.775,2.1795685,0,-6.42221681,0,0,0,0.327182166,0.00216570179,782.885944,6168.07002,7943,0,3349
3.78,2.16269624,0,-6.37272773,0,0,0,0.327171377,0.00214978369,782.602438,6164.1563,7941.6,0,3348.8
3.785,2.14586084,0,-6.32334207,0,0,0,0.327160668,0.00213388843,782.319195,6160.24399,7940.2,0,3348.6
3.79,2.12906219,0,-6.27405958,0,0,0,0.327150038,0.00211801595,782.036214,6156.3331,7938.8,0,3348.4
3.795,2.11230018,0,-6.22488002,0,0,0,0.327139488,0.00210216621,781.753495,6152.42363,7937.4,0,3348.2
3.8,2.09557471,0,-6.17580312,0,0,0,0.327129016,0.00208633916,781.471038,6148.51557,7936,0,3348
3.805,2.07888568,0,-6.12682864,0,0,0,0.327118624,0.00207053476,781.188842,6144.60892,7934.6,0,3347.8
3.81,2.06223298,0,-6.07795633,0,0,0,0.327108311,0.00205475296,780.906907,6140.70368,7933.2,0,3347.6
3.815,2.04561652,0,-6.02918594,0,0,0,0.327098077,0.00203899372,780.625233,6136.79985,7931.8,0,3347.4
3.82,2.02903619,0,-5.98051722,0,0,0,0.327087921,0.00202325699,780.343819,6132.89743,7930.4,0,3347.2
3.825,2.0124919,0,-5.93194992,0,0,0,0.327077844,0.00200754273,780.062666,6128.99641,7929,0,3347
3.83,1.99598353,0,-5.8834838,0,0,0,0.327067845,0.00199185089,779.781772,6125.0968,7927.6,0,3346.8
3.835,1.979511,0,-5.83511861,0,0,0,0.327057925,0.00197618143,779.501137,6121.19859,7926.2,0,3346.6
3.84,1.96307419,0,-5.7868541,0,0,0,0.327048084,0.00196053431,779.220762,6117.30179,7924.8,0,3346.4
3.845,1.94667302,0,-5.73869003,0,0,0,0.32703832,0.00194490947,778.940645,6113.40638,7923.4,0,3346.2
3.85,1.93030738,0,-5.69062615,0,0,0,0.327028634,0.00192930689,778.660787,6109.51238,7922,0,3346
3.855,1.91397717,0,-5.64266221,0,0,0,0.327019027,0.0019137265,778.381187,6105.61977,7920.6,0,3345.8
3.86,1.89768229,0,-5.59479799,0,0,0,0.327009497,0.00189816827,778.101844,6101.72857,7919.2,0,3345.6
3.865,1.88142264,0,-5.54703322,0,0,0,0.327000045,0.00188263216,777.822759,6097.83875,7917.8,0,3345.4
3.87,1.86519813,0,-5.49936767,0,0,0,0.326990671,0.00186711811,777.543931,6093.95034,7916.4,0,3345.2
3.875,1.84900865,0,-5.4518011,0,0,0,0.326981374,0.00185162609,777.26536,6090.06331,7915,0,3345
3.88,1.83285412,0,-5.40433327,0,0,0,0.326972154,0.00183615606,776.987045,6086.17768,7913.6,0,3344.8
